kmeans,random,greedy,hillclimber
29698,35539,29410,35224
29617,36205,29437,35278
29653,35737,29428,35170
29653,36232,29428,35386
29734,35746,29689,35035
29851,35629,29311,35602
29689,35521,29401,35449
29662,35980,29500,35134
29716,35575,29446,36016
29635,35818,29419,35467
29743,35521,29482,35260
29869,35395,29428,35440
29671,35206,29347,35188
29500,35638,29347,34963
29788,35800,29455,35287
29617,36124,29347,35152
29815,35692,29446,35125
29824,35386,29392,35278
29815,35557,29356,35530
29689,35836,29437,35539
29608,35422,29428,35377
29842,36124,29356,35188
29707,35917,29365,35890
29761,35737,29455,35368
29707,35422,29374,35314
29635,36115,29338,35431
29590,35422,29689,35026
29698,35827,29329,35026
29644,35710,29320,35242
29887,35980,29698,35638
29716,35935,29428,35359
29671,35521,29428,34990
29815,35728,29437,35467
29698,35710,29491,35287
29572,36052,29338,35287
29653,35098,29311,35368
29500,35332,29716,35170
29770,35800,29401,35071
29752,35737,29410,35008
29761,35386,29329,35026
29734,35845,29446,34972
29680,36016,29374,35116
29725,35305,29302,35278
29563,35818,29473,35215
29842,34945,29374,35602
29680,35161,29428,36025
29707,35566,29383,35737
29653,35359,29329,35755
29716,35530,29482,35062
29779,35440,29338,35251
29770,35962,29329,35674
29833,35953,29482,35143
29680,35791,29437,35161
29698,36025,29401,35647
29725,35548,29482,35260
29806,35827,29698,35395
29716,35467,29464,35134
29851,35845,29473,35350
29608,36187,29374,35359
29680,35719,29410,34747
29770,35845,29383,34999
29590,35737,29329,35035
29698,36025,29311,35233
29716,35161,29356,35323
29851,35935,29446,35044
29572,36088,29428,35647
29590,35377,29347,35224
29842,35629,29428,35413
29707,35629,29383,35350
29644,35476,29410,35674
29680,35098,29455,35503
29752,35530,29455,35485
29743,35890,29338,35080
29707,35566,29428,35188
29743,36025,29311,35593
29761,36160,29410,34918
29608,35827,29338,35017
29716,36142,29338,35575
29635,35656,29356,35269
29527,35638,29320,34567
29644,35683,29464,35215
29680,35575,29365,35269
29716,35422,29302,35809
29761,35395,29473,35053
29743,35719,29464,35215
29581,35674,29410,35233
29716,35305,29410,35359
29752,35575,29446,35107
29581,35683,29311,35395
29716,35386,29302,35143
29680,35467,29428,35485
29770,35881,29320,35197
29779,35350,29455,35341
29950,35494,29365,35359
29617,35539,29419,35314
29842,35800,29365,35125
29716,35665,29329,35017
29689,35476,29410,35494
29851,35413,29437,35647
29842,35350,29446,35170
29635,36250,29356,34693
29626,35539,29716,35611
29644,35611,29464,35206
29590,35944,29419,35323
29779,35134,29428,35224
29797,36322,29347,35269
29626,35449,29473,35521
29662,35035,29356,34963
29491,35224,29482,34603
29851,36187,29410,35287
29653,35746,29437,35242
29716,35287,29401,35278
29590,35692,29437,34801
29617,35746,29365,35521
29653,35386,29356,35674
29797,35305,29455,34819
29635,35989,29311,35188
29725,35998,29446,35152
29833,35944,29302,35404
29788,35890,29437,35746
29617,35413,29329,35314
29869,35566,29455,34999
29716,35719,29419,35107
29779,35584,29329,34828
29779,35458,29455,35287
29743,35971,29302,35413
29860,36043,29698,35089
29806,35413,29707,35287
29806,35665,29338,35458
29608,35791,29365,35062
29851,35098,29716,34900
29806,35881,29383,35107
29761,35755,29338,35530
29815,35791,29545,35161
29716,35620,29338,35764
29653,36079,29401,35107
29779,35746,29707,35278
29986,35260,29365,35368
29653,35791,29482,35458
29833,36151,29338,35422
29689,35539,29293,35197
29716,36385,29707,35566
29626,35494,29392,35296
29743,35548,29446,34918
29698,35800,29428,35548
29806,35872,29374,35314
29671,35674,29347,35233
29554,35242,29356,34702
29779,35746,29365,35026
29716,35881,29329,35107
29635,35476,29410,35359
29761,35638,29455,35161
29752,35629,29338,35296
29554,35836,29446,35197
29716,35350,29446,34990
29644,35386,29374,34999
29734,35692,29401,35152
29644,35764,29455,35269
29716,35656,29365,35206
29815,35674,29446,35260
29806,35800,29356,35287
29590,35701,29437,34999
29644,35728,29338,35170
29824,36016,29563,35602
29797,36034,29365,35089
29725,35890,29392,35269
29950,35899,29473,35323
29770,35836,29491,35503
29860,35827,29338,35215
29698,35737,29455,35314
29797,35494,29455,35476
29608,35485,29437,35269
29662,35422,29428,35746
29662,35503,29446,35467
29635,36061,29464,35179
29608,35593,29347,35314
29869,35989,29347,35197
29599,35971,29338,35008
29680,35656,29338,35404
29581,34891,29320,35278
29707,36061,29392,34981
29662,36304,29347,35476
29644,35746,29419,35179
29644,36070,29320,35413
29536,35917,29320,35008
29707,35557,29419,35206
29716,36079,29338,35080
29716,35845,29464,35080
29689,35791,29293,35152
29761,36169,29347,35377
29725,35737,29455,35557
29644,36007,29338,34990
29626,35179,29680,35053
29680,35035,29338,35287
29824,35953,29464,35683
29689,36142,29464,35071
29752,35773,29437,35557
29743,35809,29347,34909
29833,35665,29716,35080
29617,35737,29473,34603
29761,35332,29347,35098
29770,35944,29437,35215
29662,36196,29311,35305
29743,35809,29473,35431
29788,36034,29347,35116
29761,35710,29356,35197
29716,35557,29410,35017
30058,35755,29455,35566
29869,35764,29698,35512
29716,35449,29428,35206
29635,35233,29311,35233
29536,35251,29437,35656
29842,35530,29725,35503
29707,36187,29383,35341
29734,35638,29428,34873
29572,35512,29338,35089
29653,35737,29455,34558
29689,36151,29410,35188
29671,35458,29428,34945
29770,35440,29455,35143
29725,35935,29311,34963
29725,35971,29320,35431
29518,35782,29419,35503
29563,35674,29437,35404
29779,35845,29410,35566
29761,35863,29437,35017
29833,35692,29338,35197
29752,35827,29428,35080
29635,35611,29383,35710
29680,36061,29338,35512
29662,35620,29419,35557
29635,35602,29356,35404
29635,36241,29446,35260
29581,35503,29302,35242
29815,35584,29419,34837
29851,35458,29338,35323
29698,35467,29365,35188
29626,35935,29365,34972
29563,35098,29428,35314
29779,35584,29491,35458
29653,35773,29419,35584
29725,35692,29455,34990
29824,35908,29419,35215
29806,36214,29473,35134
29707,35692,29338,35296
29887,35773,29329,34990
29752,35737,29473,35386
29779,35791,29410,35539
29644,35665,29419,35260
29743,35746,29329,35116
29644,35809,29356,35278
29689,36115,29347,34594
29797,35773,29338,34990
29788,35557,29455,35305
29698,35512,29347,35224
29680,35512,29410,35125
29734,35728,29383,35179
29833,35665,29446,35566
29725,35827,29329,35044
29833,35890,29437,35611
29770,36205,29338,35224
29653,35539,29338,35386
29653,36205,29626,34846
29617,35575,29383,35134
29698,35746,29365,35620
29752,35377,29311,35296
29644,35089,29491,35188
29878,35314,29401,35179
29626,35647,29446,35386
29680,35899,29464,35170
29752,35503,29428,35413
29815,35656,29383,35107
29689,35557,29446,35089
29797,35719,29500,35206
29806,35629,29410,35458
29590,35458,29347,35062
29941,35899,29491,35386
29788,35674,29347,35458
29653,35593,29419,34864
29716,35881,29383,34981
29761,35566,29455,35278
29680,36133,29428,35512
29635,35386,29347,35377
29743,35296,29410,34801
29743,35341,29446,35368
29680,35638,29347,35395
29536,36016,29464,35062
29743,35485,29338,34963
29824,35719,29446,35179
29446,36124,29410,35395
29833,35593,29311,35431
29653,35278,29455,35233
29761,35710,29365,35107
29788,35422,29698,35485
29770,35710,29437,35359
29527,35638,29311,35368
29599,35656,29446,35638
29878,36124,29446,35431
29734,36061,29707,34909
29689,35881,29410,35296
29743,35386,29374,35305
29743,35242,29698,35242
29734,35746,29554,34972
29671,35845,29320,35269
29743,35728,29392,34873
29734,36286,29410,35458
29707,35845,29446,35053
29563,35620,29419,35404
29644,35953,29419,35224
29572,36142,29419,35683
29617,35683,29338,35008
29617,35710,29464,35071
29626,35989,29698,35197
29662,35872,29455,35422
29635,35881,29365,35215
29572,35287,29311,34747
29869,35413,29428,35305
29635,35296,29428,34828
29869,35872,29338,35449
29671,35485,29392,35314
29653,36160,29428,35341
29815,35575,29347,35026
29761,35863,29329,35539
29734,35503,29410,35233
29770,35917,29320,35827
29662,35359,29446,34999
29761,36007,29311,35422
29572,35800,29311,35791
29644,35962,29464,35251
29689,35791,29428,35431
29725,35413,29446,34954
29716,35548,29356,35053
29752,35584,29500,35161
29734,35530,29419,35404
29662,35278,29347,35287
29824,36007,29428,35557
29761,35728,29428,35044
29824,35953,29401,35539
29626,35746,29473,35557
29743,35593,29446,35584
29680,35566,29428,35386
29806,35674,29374,35422
29671,35899,29311,35125
29644,35971,29356,35296
29734,35620,29437,35584
29923,35737,29446,35359
29806,35989,29320,35422
30031,35512,29725,35368
29824,35854,29419,34963
29734,35854,29356,35053
29851,35818,29410,34990
29779,35890,29419,34963
29797,35845,29365,35350
29716,35485,29383,35269
29968,35260,29338,34945
29842,36088,29437,35089
29734,36016,29329,34891
29608,35548,29365,35521
29761,35746,29329,34891
29752,35152,29302,35170
29590,35827,29455,35098
29590,35584,29464,35233
29644,35809,29365,35017
29743,35467,29347,35188
29662,35305,29320,35080
29770,35710,29329,35692
29707,36115,29320,35476
29707,35278,29698,35107
29698,35764,29329,35413
29518,36007,29455,35179
29842,35530,29347,35431
29689,35404,29455,34882
29788,35602,29455,35026
29500,35638,29374,35260
29734,36061,29320,35386
29824,35962,29464,35386
29689,35305,29446,34783
29608,35350,29401,35053
29725,35863,29356,35188
29734,35755,29347,35602
29608,35674,29320,35170
29896,36052,29455,34954
29842,35440,29419,35566
29680,35800,29689,35503
29923,35449,29509,35053
29698,36088,29329,35395
29635,35755,29356,35386
29698,35422,29410,35035
29725,35692,29419,35206
29815,35656,29455,35260
29626,35656,29482,35251
29869,35935,29455,35179
29707,35521,29392,35251
29725,36034,29329,35359
29725,35224,29464,35485
29707,35098,29365,35197
29680,35728,29707,35080
29725,35449,29356,34819
29680,35800,29419,35386
29770,35854,29383,35116
29743,35584,29428,35413
29815,35944,29302,35350
29626,35872,29365,35323
29752,35476,29392,35296
29878,35782,29347,35026
29707,35701,29464,35260
29815,35998,29347,35602
29644,35773,29491,35485
29797,35755,29347,35152
29608,35539,29437,35242
29716,35530,29365,35206
29734,35377,29392,35251
29725,35206,29338,34747
29698,35737,29419,35197
29707,35692,29410,34963
29671,36205,29401,35314
29698,35863,29482,35521
29932,35611,29329,34549
29707,35863,29329,35098
29725,35737,29374,35080
29590,35728,29329,34774
29581,35494,29446,35692
29734,35575,29689,35107
29680,35764,29320,35161
29878,35899,29329,34837
29662,35791,29320,35845
29563,35521,29428,35323
29734,35962,29437,35107
29761,35431,29428,35809
29707,35575,29356,35215
29734,35530,29311,35521
29752,35692,29365,34747
29734,35251,29446,35440
29779,35350,29500,35152
29797,35575,29491,35341
29680,35800,29374,34873
29689,35503,29410,35476
29689,35782,29302,35584
29788,35926,29446,35251
29716,35602,29365,35323
29779,35305,29356,35359
29626,35512,29446,35791
29518,35674,29347,35224
29590,35692,29365,35305
29608,35458,29419,34999
29482,35629,29455,35350
29635,35926,29437,35143
29860,35863,29338,35044
29698,35620,29437,35656
29734,36385,29464,34954
29806,35512,29464,35026
29716,35683,29392,35305
29869,35881,29428,34756
29653,35692,29707,35170
29689,35611,29491,35170
29752,35773,29347,35413
29545,35692,29329,35449
29734,35818,29437,34900
29788,35449,29383,35368
29824,35485,29446,35368
29833,35386,29320,35269
29653,35998,29428,35215
29869,35431,29437,35269
29806,35980,29356,35134
29680,35602,29482,35512
29707,35764,29410,35521
29671,35359,29383,35584
29788,35638,29446,35611
29671,35809,29437,35161
29752,35899,29437,35242
29662,35971,29320,34936
29851,35512,29455,34900
29941,35665,29365,35692
29833,35890,29410,35431
29653,35620,29320,35530
29815,35674,29428,35404
29689,35602,29446,35350
29824,35215,29401,35044
29617,36412,29446,35008
29761,35602,29356,35269
29671,35521,29365,35278
29824,35332,29410,35485
29671,35665,29455,35557
29770,35674,29374,35458
29626,35377,29320,35728
29716,35278,29383,34828
29671,35800,29464,35494
29644,35494,29320,35197
29770,35692,29338,35305
29743,35359,29419,34918
29635,35692,29707,35179
29725,34972,29392,35035
29536,35548,29446,35341
29644,35341,29455,35062
29536,35224,29329,35413
29770,36214,29302,35602
29815,36016,29698,35359
29590,35746,29509,35377
29572,35926,29464,35107
29698,36304,29428,35800
29680,35485,29455,35224
29779,35872,29455,35260
29770,35647,29419,34720
29734,35737,29347,35197
29689,35845,29401,34981
29635,35521,29347,35854
29788,36142,29365,34468
29770,35566,29365,34810
29707,35620,29329,35494
29590,35899,29374,35062
29734,35485,29446,35026
29725,35827,29392,34999
29635,35872,29410,35251
29734,36259,29464,34459
29716,35395,29410,35512
29707,35521,29338,35512
29752,35800,29320,35116
29905,35629,29419,35467
29572,35413,29482,34945
29671,35467,29437,35089
29716,35332,29338,35305
29950,35350,29410,35152
29725,35674,29338,34954
29563,35908,29311,35305
29716,35737,29338,35377
29599,35332,29284,35521
29419,35890,29410,35566
29833,35080,29716,35629
29671,35485,29473,35602
29698,35755,29464,35179
29671,35530,29356,35323
29707,35521,29338,35044
29779,35962,29356,34891
29779,35620,29338,35233
29950,35620,29356,35665
29653,35980,29500,35206
29680,35809,29338,35089
29698,35476,29329,35593
29887,35953,29419,35098
29842,35755,29329,34684
29689,35764,29689,35116
29770,35053,29446,35647
29707,35836,29392,35071
29626,36169,29419,34990
29887,36124,29374,35872
29671,36007,29428,34855
29797,35557,29374,35098
29770,36034,29446,35413
29923,35890,29338,35062
29689,35305,29347,35404
29626,35548,29446,34639
29842,35683,29500,34855
29734,35386,29419,35008
29698,35710,29347,35368
29851,36061,29419,35179
29725,35638,29374,35206
29788,35890,29401,35035
29689,36016,29464,35179
29815,35584,29356,35341
29833,35296,29464,34963
29734,35575,29338,35179
29680,35917,29329,35224
29779,35431,29347,35269
29653,35404,29455,35125
29644,35809,29446,35071
29554,35719,29365,35071
29743,36070,29356,35665
29527,35494,29356,35206
29734,35890,29446,35287
29734,35845,29464,35305
29779,36025,29446,35917
29536,35566,29428,35197
29716,35674,29347,35485
29806,35782,29446,35080
29707,35755,29428,35377
29671,35989,29302,34909
29644,35953,29365,35170
29644,35395,29338,35215
29653,36250,29464,35224
29689,35125,29446,35449
29671,35737,29401,34963
29536,35809,29698,35422
29662,35917,29311,34999
29644,35593,29464,35035
29680,35701,29356,35503
29689,35827,29374,35179
29761,36088,29536,35314
29743,35692,29365,35026
29752,35548,29455,34765
29581,35989,29500,35413
29689,36232,29311,35368
29626,35827,29437,35278
29707,35350,29302,34792
29725,35908,29338,35242
29689,34945,29365,35332
29806,35773,29365,35404
29743,36277,29419,35152
29869,35242,29347,35323
29680,35935,29716,35260
29680,35521,29446,35233
29662,35899,29500,35395
29752,35107,29446,35323
29725,35512,29446,35413
29905,35926,29446,35035
29725,35647,29437,35503
29707,35773,29365,34792
29698,35638,29392,35872
29689,36097,29446,35539
29653,35449,29338,35170
29734,35593,29455,35008
29815,35629,29329,34891
29806,35431,29374,35638
29716,35539,29365,35458
29797,35809,29455,35161
29842,35458,29473,35206
29707,35476,29410,35647
29752,35539,29698,34981
29662,35935,29437,35323
29608,36133,29455,35494
29824,35710,29500,35278
29923,35980,29329,35188
29770,35647,29383,35296
29671,35566,29338,35224
29824,35953,29329,35530
29734,35719,29410,35314
29824,35323,29446,34999
29743,35323,29419,34873
29626,35629,29347,35233
29671,35134,29428,34864
29779,35773,29320,35395
29698,35863,29410,35206
29680,35314,29302,35188
29797,35431,29293,35386
29779,35674,29329,34972
29707,35602,29428,35179
29734,36304,29329,35206
29671,34963,29707,35422
29743,35512,29302,35314
29626,35683,29437,34963
29743,35449,29338,35233
29617,35368,29356,35413
29734,35152,29365,35359
29707,35836,29392,35098
29743,35773,29428,35521
29671,35323,29491,35233
29716,35476,29455,35179
29662,35449,29464,35890
29698,35368,29482,35233
29680,35125,29374,34999
29851,35899,29347,35188
29752,35908,29446,35566
29833,35737,29329,35116
29635,35827,29347,34747
29797,35692,29320,34990
29734,35746,29338,35485
29716,35764,29401,35629
29635,35746,29374,35323
29824,35791,29428,35530
29761,35458,29437,35269
29734,35782,29329,35422
29824,35800,29356,35431
29734,35926,29410,35071
29671,35881,29455,35485
29833,35521,29347,34927
29680,35656,29428,35773
29797,35728,29419,35350
29734,35305,29419,35260
29590,35611,29356,34936
29824,35521,29356,35701
29707,35593,29383,35440
29797,36178,29446,35089
29653,35620,29320,35089
29752,35503,29455,34999
29806,35755,29320,35188
29635,35440,29410,35422
29680,35422,29617,34738
29689,35935,29419,35386
29779,35458,29338,35404
29842,35773,29464,35593
29725,35359,29338,35638
29590,35881,29410,35566
29779,35989,29401,34954
29725,35503,29428,35314
29662,35746,29437,35521
29851,36079,29428,35755
29545,35692,29365,35350
29788,36214,29311,35233
29788,35935,29455,35449
29815,35287,29401,35071
29725,35692,29419,35719
29779,36034,29347,34900
29833,35431,29383,34936
29743,35467,29410,35737
29833,36007,29356,35359
29617,35692,29419,35197
29554,35944,29725,35179
29644,35602,29446,35179
29707,35323,29347,35080
29887,35566,29428,35332
29680,36277,29410,35512
29743,35386,29455,35233
29752,35998,29419,35026
29563,35647,29320,35557
29734,35467,29446,35260
29743,35800,29392,35422
29806,35692,29446,35089
29689,35476,29401,35089
29815,35071,29338,34774
29914,35998,29446,35566
29752,35269,29356,35107
29788,35638,29383,35008
29815,35368,29410,35386
29572,35602,29302,35035
29716,35179,29464,35017
29545,35179,29446,35341
29653,35935,29383,35314
